candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,21,True,1.0,2095.0,43.06625993392578,157.5749380068343,155.92976522387863,2382412.2295990083
