candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,7,True,1.0,2577.6,40.66609100204577,127.14063487278219,127.11878985708545,1950122.8005252085
