candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,42,True,1.0,2095.133333333333,43.06081094446427,158.180794440568,155.9225299728615,2382214.0196040776
