time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/value_loss,train/n_updates,train/std,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,train/approx_kl,train/learning_rate,seed,candidate,sanity_check_wh_per_km,sanity_check_regen_pct
1307,63488,48,1799.0,-29.18033811428572,31,0.1445514472619611,287.0,0.7803293466567993,-0.0016333093077932,-1.1815150888598696,0.0440051020408163,0.8885049819946289,0.2,0.0578238181769847,0.0056645516,0.0003,21,Cand_B3_100k,129.335,96.6725
1318,65536,49,1799.0,-28.315754055555555,32,0.1351618902333597,291.0,0.7768855690956116,0.0015164571952554,-1.1687433094081312,0.0310952970297029,0.8977664709091187,0.2,0.0753151029348373,0.011513918,0.0003,21,Cand_B3_100k,129.335,96.6725
1315,67584,51,1799.0,-27.50499262162162,33,0.1727245858986862,301.0,0.7815534472465515,5.77036349568516e-05,-1.168859188631177,0.02998046875,0.8899046182632446,0.2,0.0598510950803756,0.0025059907,0.0003,21,Cand_B3_100k,129.335,96.6725
1313,69632,52,1799.0,-26.797148473684206,34,0.1734290316933766,311.0,0.7794473171234131,0.0007530582515755,-1.1703783620148898,0.021435546875,0.8948388695716858,0.2,0.1790673285722732,0.0012343121,0.0003,21,Cand_B3_100k,129.335,96.6725
1312,71680,54,1799.0,-26.0767311025641,35,0.1409588638343848,321.0,0.7759982943534851,-0.0002863300102035,-1.1675254918634892,0.0298828125,0.8514900207519531,0.2,0.0474426001310348,0.0027598816,0.0003,21,Cand_B3_100k,129.335,96.6725
1319,73728,55,1799.0,-25.373153,36,0.1622603698256048,326.0,0.7657408118247986,-0.0022162092657684,-1.1591860080087506,0.0633445945945946,0.9084330797195436,0.2,0.131988376379013,0.0076785884,0.0003,21,Cand_B3_100k,129.335,96.6725
1316,75776,57,1799.0,-24.058463904761908,37,0.1749079643283039,336.0,0.7706789374351501,-0.0013103201134072,-1.1537242341786622,0.02783203125,0.9129971265792848,0.2,0.0346290208399295,0.0033826297,0.0003,21,Cand_B3_100k,129.335,96.6725
1325,77824,58,1799.0,-23.424184674418605,38,0.133767326542687,340.0,0.7634717226028442,-0.0025468626559051,-1.152815495767901,0.0408266129032258,0.9002993702888489,0.2,0.0528704300522804,0.005535295,0.0003,21,Cand_B3_100k,129.335,96.6725
1324,79872,60,1799.0,-22.816184045454545,39,0.118850443145493,350.0,0.7478188872337341,-0.0014700003011967,-1.137924537062645,0.037451171875,0.9117920994758606,0.2,0.0324158445000648,0.0039269356,0.0003,21,Cand_B3_100k,129.335,96.6725
1323,81920,61,1799.0,-22.2145838,40,0.1344669333691227,360.0,0.7498947381973267,-0.0022549352319589,-1.129872541592039,0.0429956896551724,0.8976082801818848,0.2,0.0393971763551235,0.0142718125,0.0003,21,Cand_B3_100k,129.335,96.6725
1322,83968,63,1799.0,-21.644815043478264,41,0.1643402942456305,370.0,0.7413327693939209,0.0005029115258366,-1.1250283673405648,0.0171875,0.9129638671875,0.2,0.0594104714691638,0.003268077,0.0003,21,Cand_B3_100k,129.335,96.6725
1324,86016,64,1799.0,-21.09323719148936,42,0.1323724290903876,378.0,0.7263727188110352,-0.0005080350172505,-1.1101860144559077,0.0283700980392156,0.926863729953766,0.2,0.1021820679306984,0.0036673383,0.0003,21,Cand_B3_100k,129.335,96.6725
1327,88064,66,1799.0,-20.56454408333333,43,0.1367802040898092,385.0,0.7226505279541016,-0.0001006111477131,-1.0974515164823837,0.0362442922374429,0.8905085921287537,0.2,0.1008439883589744,0.0041625206,0.0003,21,Cand_B3_100k,129.335,96.6725
1325,90112,68,1799.0,-19.55377338,44,0.1897837135242298,395.0,0.7192073464393616,0.0009816881440201,-1.0922276500612498,0.0203125,0.9112344980239868,0.2,0.0509472787380218,0.004227225,0.0003,21,Cand_B3_100k,129.335,96.6725
1335,92160,69,1799.0,-19.09071660784313,45,0.1663003440414156,397.0,0.7192941308021545,0.0021705385297536,-1.0893727575029646,0.0446428571428571,0.9149348735809326,0.2,0.1016831398010253,0.013124597,0.0003,21,Cand_B3_100k,129.335,96.6725
1345,94208,70,1799.0,-18.64734357692308,46,0.1061184284887437,399.0,0.7176045179367065,0.0017745598853597,-1.0879615853572715,0.0460668103448275,0.9375286102294922,0.2,0.0828154534101486,0.0037811361,0.0003,21,Cand_B3_100k,129.335,96.6725
1343,96256,71,1799.0,-18.194841886792453,47,0.1213297932961229,409.0,0.7046528458595276,0.0007606729328379,-1.0779384899947604,0.0344809322033898,0.935620903968811,0.2,0.0108645325526595,0.011522343,0.0003,21,Cand_B3_100k,129.335,96.6725
1346,98304,72,1799.0,-17.755060814814815,48,0.1130313554179694,417.0,0.6995643973350525,0.001027432629338,-1.0651929110682483,0.0301486784140969,0.9424388408660888,0.2,0.0278892591595649,0.012754674,0.0003,21,Cand_B3_100k,129.335,96.6725
1352,100352,74,1799.0,-17.339397745454544,49,0.1939787805723629,422.0,0.7059359550476074,-0.001939589837767,-1.0658942469590005,0.0429406474820143,0.8691490888595581,0.2,0.1015215963125228,0.009741769,0.0003,21,Cand_B3_100k,129.335,96.6725
2266,2048,0,1799.0,-78.767223,1,,,,,,,,,,,,42,Cand_B3_100k,128.9225,98.87
1641,4096,2,1799.0,-74.0452475,2,0.7769475858658552,10.0,1.020939588546753,-0.0042291415244108,-1.4299696009606122,0.032177734375,0.0988653898239135,0.2,0.0821825191378593,0.0042676786,0.0003,42,Cand_B3_100k,128.9225,98.87
1428,6144,4,1799.0,-71.344476,3,0.5842490408103913,20.0,1.038676619529724,-0.0017774767758965,-1.4496604055166245,0.0095703125,0.6678414344787598,0.2,0.3352506756782532,0.002282349,0.0003,42,Cand_B3_100k,128.9225,98.87
1382,8192,5,1799.0,-68.48180075,4,0.7711666144430638,30.0,1.0449304580688477,-0.0019931152433855,-1.4589683476835489,0.027685546875,0.8077993392944336,0.2,0.3591624200344085,0.0035597563,0.0003,42,Cand_B3_100k,128.9225,98.87
1346,10240,7,1799.0,-65.2790324,5,0.8890862961299717,40.0,1.0431865453720093,-0.0014039903362572,-1.4610855679959058,0.01357421875,0.8316811323165894,0.2,0.2398005425930023,0.0028226834,0.0003,42,Cand_B3_100k,128.9225,98.87
1333,12288,9,1799.0,-62.525242833333344,6,0.9690474968403576,50.0,1.0437755584716797,-0.0058166651680949,-1.4610268872231245,0.047412109375,0.829830527305603,0.2,0.4384461343288421,0.0036949168,0.0003,42,Cand_B3_100k,128.9225,98.87
1324,14336,10,1799.0,-60.36955557142858,7,0.7515668660402298,60.0,1.0509454011917114,-0.0001861258569988,-1.4652089223265647,0.0267578125,0.8618131875991821,0.2,0.2657058238983154,0.0021662991,0.0003,42,Cand_B3_100k,128.9225,98.87
1313,16384,12,1799.0,-57.177913777777775,8,0.9299790187738836,70.0,1.0454250574111938,-0.0013972443666716,-1.465713481977582,0.017724609375,0.8855727314949036,0.2,0.4200898706912994,0.0040712296,0.0003,42,Cand_B3_100k,128.9225,98.87
1314,18432,14,1799.0,-55.5262729,9,0.7073494039010256,80.0,1.0471254587173462,-0.0007237091849674,-1.464039856940508,0.022900390625,0.8795787692070007,0.2,0.870098352432251,0.0010996129,0.0003,42,Cand_B3_100k,128.9225,98.87
1310,20480,15,1799.0,-54.15274590909091,10,0.6344906942918896,90.0,1.042243719100952,-0.0044577425956958,-1.4606675863265992,0.04189453125,0.8725714087486267,0.2,0.2268750518560409,0.0029493943,0.0003,42,Cand_B3_100k,128.9225,98.87
1307,22528,17,1799.0,-52.57320841666667,11,0.5501121457200497,100.0,1.0288546085357666,-0.0038793713574705,-1.4541257098317146,0.034326171875,0.883211076259613,0.2,0.1095886826515197,0.0054986025,0.0003,42,Cand_B3_100k,128.9225,98.87
1313,24576,18,1799.0,-50.57705653846154,12,0.5142420556258273,109.0,1.0098087787628174,-0.0046308177290484,-1.436594213379754,0.0509837962962963,0.878371000289917,0.2,0.2142356485128402,0.008606149,0.0003,42,Cand_B3_100k,128.9225,98.87
1315,26624,20,1799.0,-48.6129255,13,0.5512768301580634,118.0,0.9930304884910583,-0.0021821523442797,-1.418630802631378,0.0232700892857142,0.8732798099517822,0.2,0.156708151102066,0.0028357217,0.0003,42,Cand_B3_100k,128.9225,98.87
1315,28672,21,1799.0,-46.92230953333333,14,0.3573799324454739,128.0,0.9819526076316832,-0.0017521712958114,-1.407308627292514,0.02451171875,0.9090948104858398,0.2,0.0802119076251983,0.0036279003,0.0003,42,Cand_B3_100k,128.9225,98.87
1327,30720,23,1799.0,-43.45291447058823,15,0.3129367152284277,135.0,0.966576874256134,-0.0018018119885484,-1.392863931042133,0.0323329207920792,0.9297474026679992,0.2,0.0723544061183929,0.0065045864,0.0003,42,Cand_B3_100k,128.9225,98.87
1361,32768,24,1799.0,-42.02834494444444,16,0.4311487990475836,137.0,0.9615774154663086,-0.0009004799926298,-1.3822872326487587,0.0412946428571428,0.8754513263702393,0.2,0.1574368327856063,0.009451995,0.0003,42,Cand_B3_100k,128.9225,98.87
1359,34816,25,1799.0,-40.832529,17,0.2906818922841921,147.0,0.9451797604560852,-0.0007132811129849,-1.3703630596399308,0.0314453125,0.9108132123947144,0.2,0.0585291944444179,0.0039222604,0.0003,42,Cand_B3_100k,128.9225,98.87
