candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,42,True,1.0,2095.266666666667,43.05799747058666,158.17468406711436,155.91240973977378,2382047.2347502653
