candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,7,True,1.0,2114.5333333333333,42.75669790225408,155.29213113388704,154.51504853876904,2361897.3957386226
