candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,42,True,1.0,2368.9333333333334,41.93223218442199,139.27723195755667,137.91186393569768,2098201.622108487
