candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,7,True,1.0,2114.5333333333333,42.75669790225408,155.29213113388704,154.51504853876904,2361897.395738622
A1_via_build_agent,21,True,1.0,2095.0,43.06625993392578,157.5749380068343,155.92976522387863,2382412.2295990083
A1_via_build_agent,42,True,1.0,2095.133333333333,43.06081094446427,158.180794440568,155.9225299728615,2382214.0196040776
