candidate,seed,reached_target_all,reached_fraction,mean_charging_time_s,max_temperature_max_c,mean_requested_current_a,mean_applied_current_a,cumulative_q_gen_j
A1_via_build_agent,7,True,1.0,2115.5333333333333,42.744788100610435,155.21212838794892,154.44598223912803,2361034.0985781937
